@relation Fortnite_players_stats_no_name-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute 'Solo score' numeric
@attribute 'Solo top1' numeric
@attribute 'Solo kd' numeric
@attribute 'Solo winRatio' numeric
@attribute 'Solo matches' numeric
@attribute 'Solo kills' numeric
@attribute 'Solo minutesPlayed' numeric
@attribute 'Duos score' numeric
@attribute 'Duos top1' numeric
@attribute 'Duos kd' numeric
@attribute 'Duos winRatio' numeric
@attribute 'Duos matches' numeric
@attribute 'Duos kills' numeric
@attribute 'Duos minutesPlayed' numeric
@attribute 'Trios score' numeric
@attribute 'Trios top1' numeric
@attribute 'Trios kd' numeric
@attribute 'Trios winRatio' numeric
@attribute 'Trios matches' numeric
@attribute 'Trios kills' numeric
@attribute 'Trios minutesPlayed' numeric
@attribute 'Squads score' numeric
@attribute 'Squads top1' numeric
@attribute 'Squads kd' numeric
@attribute 'Squads winRatio' numeric
@attribute 'Squads matches' numeric
@attribute 'Squads kills' numeric
@attribute 'Squads minutesPlayed' numeric
@attribute 'LTM score' numeric
@attribute 'LTM top1' numeric
@attribute 'LTM top3' numeric
@attribute 'LTM kd' numeric
@attribute 'LTM winRatio' numeric
@attribute 'LTM matches' numeric
@attribute 'LTM kills' numeric
@attribute 'LTM minutesPlayed' numeric

@data
0.030725,0.005247,0.09979,0.052154,0.040075,0.016596,0.030798,0.769726,0.63458,0.42,0.487544,0.381534,0.523219,0.618995,0.031832,0.012022,0.057748,0.056051,0.038659,0.02066,0.031261,0.140309,0.029711,0.111328,0.083969,0.158722,0.043102,0.212212,0.289802,0.027311,0.013948,0.498493,0.025039,0.301646,0.505493,30191
0.033123,0.012191,0.09979,0.054422,0.088844,0.036553,0.03065,0.512163,0.2872,0.145714,0.220641,0.381295,0.218468,0.420283,0.275043,0.410929,0.239302,0.452229,0.16426,0.245053,0.187188,0.382474,0.219507,0.200195,0.264631,0.373338,0.168401,0.461636,0.132769,0.131653,0.127956,0.14346,0.14867,0.244956,0.108486,13724
0.038166,0.014043,0.168067,0.072562,0.077434,0.051834,0.03719,0.810081,0.235976,0.082857,0.088968,0.784771,0.276927,0.856128,0.07766,0.037158,0.080183,0.073885,0.090359,0.066163,0.070663,0.064579,0.027756,0.248047,0.216285,0.057837,0.033019,0.085669,0.047915,0.053922,0.070346,0.251959,0.143975,0.103231,0.080701,5453
0.279512,0.069907,0.203782,0.095238,0.297693,0.235991,0.237909,0.430133,0.210561,0.186429,0.25089,0.245557,0.176886,0.376949,0.27699,0.325683,0.206897,0.315924,0.186306,0.280257,0.20852,0.162448,0.052385,0.182617,0.16285,0.144767,0.06204,0.222163,0.027469,0.021008,0.032141,0.269439,0.120501,0.048026,0.040759,3769
0.465028,0.333179,0.512605,0.535147,0.250377,0.390067,0.351746,0.186675,0.167896,0.386429,0.483986,0.101586,0.128598,0.137882,0.137101,0.108197,0.130037,0.189809,0.1034,0.110917,0.125631,0.259577,0.20387,0.432617,0.506361,0.181774,0.158378,0.304283,0.019808,0.031513,0.035173,0.333333,0.261346,0.03342,0.03171,2415
0.185222,0.00787,0.091387,0.013605,0.234194,0.090713,0.195543,0.223791,0.084277,0.105,0.142349,0.1728,0.075239,0.208772,0.013639,0.004372,0.02285,0.043312,0.018165,0.00387,0.015029,0.603009,0.094214,0.085938,0.043257,1,0.21204,0.867701,0.012606,0.007003,0.009703,0.130802,0.040689,0.048273,0.021004,1890
0.207322,0.010802,0.07563,0.015873,0.28609,0.093578,0.221754,0.414354,0.078088,0.07,0.065836,0.34421,0.104716,0.429409,0.269526,0.052459,0.039053,0.024204,0.390002,0.145247,0.284282,0.266586,0.018178,0.089844,0.022901,0.348342,0.077587,0.420157,0.079203,0.02381,0.039418,0.044002,0.029734,0.223666,0.032984,11398
0.145844,0.053086,0.198529,0.124717,0.172148,0.131648,0.134685,0.471218,0.356334,0.355,0.411032,0.254008,0.311868,0.367805,0.225749,0.16612,0.157457,0.16051,0.187549,0.24986,0.206224,0.282145,0.180414,0.28125,0.282443,0.287936,0.18076,0.361901,0.037532,0.035014,0.032141,0.198312,0.079812,0.120312,0.077362,5079
0.288268,0.289506,0.593487,0.494331,0.235428,0.433541,0.22706,0.106761,0.193706,0.64,0.592527,0.095764,0.183695,0.075935,0.529276,0.437158,0.147486,0.198726,0.399317,0.480619,0.495811,0.460512,0.509382,0.682617,0.715013,0.321715,0.396993,0.536736,0.008311,0.091036,0.060643,0.523207,0.58529,0.043075,0.048227,911
0.285648,0.056019,0.172269,0.068027,0.329457,0.224788,0.280074,0.157636,0.069924,0.247143,0.206406,0.099196,0.097363,0.139207,0.280042,0.096175,0.078521,0.064968,0.269989,0.194682,0.30848,0.458233,0.152463,0.254883,0.173028,0.396077,0.236408,0.628427,0.01135,0.008403,0.007884,0.220012,0.089202,0.025993,0.018404,1501
0.009354,0.003858,0.063025,0.024943,0.059028,0.016214,0.010539,0.844878,0.230577,0.075,0.106762,0.63413,0.20113,0.960793,0.060573,0.052459,0.095139,0.196178,0.04844,0.037763,0.057313,0.031012,0.01251,0.064453,0.040712,0.1364,0.021879,0.045833,0.062989,0.040616,0.056398,0.140446,0.065728,0.171927,0.079121,8717
0.358128,0.05108,0.102941,0.063492,0.327427,0.138435,0.364358,0.100151,0.07124,0.304286,0.386121,0.054052,0.05802,0.081706,0.405475,0.738798,0.949314,0.778344,0.171712,0.613258,0.27478,0.394946,0.316067,0.422852,0.53944,0.265128,0.222055,0.473727,0.005894,0.005602,0.005458,0.157926,0.134585,0.011511,0.005684,601
0.044798,0.013426,0.096639,0.131519,0.040623,0.015664,0.045923,0.375761,0.146958,0.056429,0.131673,0.328872,0.077723,0.384969,0.14064,0.156284,0.087246,0.30828,0.091601,0.058548,0.12769,0.523682,0.257428,0.112305,0.315522,0.369797,0.09136,0.785029,0.148319,0.266807,0.36325,0.091019,0.247261,0.29818,0.078254,22012
0.199649,0.124228,0.398109,0.185941,0.268344,0.39091,0.169851,0.210211,0.231499,0.345,0.348754,0.194634,0.242622,0.144319,0.846957,0.563934,0.104695,0.132484,0.768825,0.697272,0.727674,0.321442,0.240813,0.30957,0.292621,0.37306,0.25688,0.418582,0.041274,0.163165,0.090358,0.307414,0.223787,0.201758,0.18177,4678
0.369059,0.035031,0.135504,0.027211,0.500206,0.278375,0.364619,0.088155,0.020674,0.126429,0.071174,0.084358,0.046138,0.080625,0.465006,0.175956,0.074366,0.057325,0.560161,0.384058,0.457202,0.356509,0.07369,0.142578,0.076336,0.43673,0.152079,0.527011,0.025034,0.016106,0.026076,0.117541,0.054773,0.080703,0.0312,3534
0.467744,0.311574,0.529412,0.367347,0.34062,0.599843,0.345798,0.07711,0.114169,0.359286,0.318505,0.105344,0.139733,0.05563,0.186847,0.118033,0.12339,0.138854,0.154013,0.163723,0.188218,0.310122,0.301798,0.487305,0.478372,0.284742,0.283302,0.345276,0.014225,0.055322,0.046695,0.305003,0.159624,0.096175,0.08998,1841
0.330797,0.116821,0.238445,0.15873,0.295142,0.264768,0.28501,0.38722,0.139584,0.213571,0.149466,0.274278,0.241115,0.34633,0.057399,0.068852,0.271292,0.342675,0.03633,0.069721,0.043931,0.14219,0.073886,0.338867,0.333333,0.100295,0.074237,0.177049,0.01179,0.005602,0.006671,0.234479,0.048513,0.032182,0.025006,1232
0.600308,0.239506,0.308824,0.219955,0.437365,0.488353,0.512765,0.082145,0.03674,0.191429,0.172598,0.062264,0.048427,0.0721,0.091523,0.065574,0.124221,0.133758,0.08834,0.095125,0.081447,0.15733,0.066458,0.274414,0.216285,0.13817,0.087209,0.201889,0.000851,0.0007,0,0.167571,0.046948,0.004085,0.002269,154
0.610333,0.040895,0.063025,0.020408,0.789972,0.219192,0.651339,0.072628,0.021333,0.055714,0.088968,0.070823,0.01694,0.078064,0.029557,0.006557,0.03199,0.035669,0.033225,0.009987,0.031958,0.171631,0.018178,0.063477,0.035623,0.228953,0.035993,0.275015,0.058151,0.004902,0.005458,0.119952,0.010955,0.122911,0.04996,6540
0.638184,0.056481,0.079832,0.036281,0.611433,0.207809,0.673502,0.173538,0.033711,0.062143,0.069395,0.14269,0.038122,0.177891,0.003478,0.001093,0.054009,0.053503,0.003726,0.001873,0.003737,0.018966,0.001759,0.048828,0.030534,0.025516,0.003094,0.031993,0.434715,0.013305,0.006671,0.186257,0.010955,0.33618,0.212358,36847
0.202302,0.100772,0.302521,0.181406,0.222838,0.248756,0.166999,0.270958,0.307611,0.293571,0.432384,0.20919,0.209216,0.188475,0.390491,0.338798,0.097632,0.206369,0.297004,0.235254,0.345633,0.340518,0.222635,0.321289,0.328244,0.307169,0.216088,0.421094,0.107631,0.381653,0.300182,0.345389,0.28169,0.375665,0.363794,13176
0.138147,0.011728,0.077731,0.018141,0.260554,0.086713,0.141384,0.325762,0.099947,0.062143,0.072954,0.40139,0.107779,0.330092,0.174075,0.066667,0.053594,0.056051,0.216271,0.107172,0.166173,0.413228,0.068999,0.087891,0.050891,0.606214,0.131589,0.618842,0.05299,0.018207,0.026076,0.108499,0.032864,0.156703,0.056996,7960
0.415721,0.003858,0.011555,0.002268,0.470033,0.035789,0.568501,0.386898,0.055834,0.072857,0.049822,0.324158,0.103112,0.411245,0.014057,0.003279,0.016203,0.033121,0.01801,0.002746,0.015773,0.024986,0.001368,0.040039,0.017812,0.036834,0.003699,0.042595,0.060081,0.002801,0.001819,0.07173,0.004695,0.143582,0.035074,8847
0.005559,0.000772,0.102941,0.013605,0.021011,0.009102,0.005846,0.764708,0.260996,0.112857,0.113879,0.669107,0.318538,0.712477,0.091414,0.028415,0.039468,0.049682,0.103866,0.038137,0.100911,0.068173,0.036357,0.115234,0.081425,0.204027,0.057105,0.097156,0.024852,0.038515,0.041237,0.127788,0.128326,0.082684,0.033112,3321
0.624882,0.158642,0.070378,0.136054,0.471816,0.136558,0.664578,0.061034,0.013168,0.048571,0.099644,0.038757,0.007961,0.070738,0.001363,0,0,0,0.001708,0,0.00171,0.153912,0.033815,0.081055,0.152672,0.099635,0.018998,0.252867,0.275686,0.160364,0.312917,0.062086,0.090767,0.491274,0.097984,49009
0.461861,0.606327,0.54937,0.582766,0.418274,0.677049,0.354017,0.29208,0.312747,0.522143,0.622776,0.147187,0.224419,0.222932,0.075351,0.055738,0.074366,0.151592,0.066449,0.042007,0.076792,0.059308,0.057662,0.384766,0.468193,0.055615,0.043869,0.070421,0.0234,0.088936,0.034566,0.292345,0.2723,0.09011,0.074253,3234
0.051765,0.011265,0.218487,0.070295,0.062814,0.05425,0.042687,0.553768,0.277456,0.217857,0.181495,0.450293,0.395793,0.47303,0.124122,0.08306,0.138762,0.142675,0.105263,0.125648,0.11198,0.250359,0.099101,0.251953,0.155216,0.289498,0.172407,0.316354,0.014293,0.018207,0.01698,0.247137,0.120501,0.041589,0.032423,1614
0.002927,0.00108,0.058824,0.052154,0.007708,0.001888,0.003374,0.40184,0.404003,0.355714,0.784698,0.151206,0.135226,0.285548,0.274507,0.378142,0.152887,0.435669,0.156963,0.152675,0.205004,0.455606,0.444488,0.350586,0.78626,0.255442,0.15548,0.501924,0.049176,0.067927,0.029109,0.144063,0.181534,0.103354,0.045015,6004
0.310121,0.140432,0.247899,0.126984,0.444908,0.419844,0.260837,0.161621,0.083224,0.197857,0.16726,0.145492,0.117149,0.144009,0.197169,0.103825,0.124636,0.092994,0.202298,0.226078,0.184702,0.370927,0.165559,0.238281,0.180662,0.416421,0.231924,0.49529,0.031197,0.014706,0.020012,0.257384,0.045383,0.090234,0.077056,4238
0.241035,0.055864,0.160714,0.054422,0.416079,0.267521,0.232698,0.3565,0.230577,0.235,0.236655,0.286965,0.263385,0.290409,0.228944,0.111475,0.071874,0.09172,0.221239,0.142688,0.22735,0.207302,0.083464,0.174805,0.137405,0.276098,0.114858,0.295781,0.02587,0.02591,0.030321,0.123568,0.050078,0.141107,0.057582,3286
0.150378,0.026852,0.095588,0.056689,0.192034,0.075903,0.160836,0.270791,0.124045,0.114286,0.176157,0.206474,0.095674,0.239399,0.454408,0.293989,0.069381,0.123567,0.432542,0.262905,0.434888,0.365078,0.115715,0.142578,0.139949,0.371463,0.126092,0.528148,0.096385,0.057423,0.065494,0.134418,0.086072,0.184553,0.080192,7619
0.559761,0.230556,0.233193,0.142857,0.647009,0.570717,0.52922,0.124189,0.166711,0.302857,0.414591,0.11801,0.123219,0.08725,0.038464,0.024044,0.068135,0.147771,0.029343,0.017103,0.031958,0.131324,0.133894,0.311523,0.351145,0.17181,0.115787,0.149881,0.017121,0.044118,0.021225,0.239301,0.192488,0.063622,0.045678,1647
0.115888,0.136728,0.246849,0.870748,0.062485,0.038519,0.109959,0.387222,0.467606,0.252857,0.576512,0.238236,0.183255,0.279533,0.251649,0.472131,0.975488,0.875159,0.097656,0.288746,0.153741,0.312423,0.35086,0.540039,0.997455,0.158896,0.131112,0.361043,0.159515,0.527311,0.436022,0.266426,0.524257,0.278252,0.168566,17492
0.440527,0.351389,0.493697,0.287982,0.49088,0.839485,0.33221,0.092721,0.052146,0.292143,0.137011,0.111862,0.135666,0.070321,0.332217,0.15082,0.114666,0.084076,0.325726,0.337682,0.310872,0.236515,0.169273,0.358398,0.284987,0.267523,0.214009,0.293421,0.033161,0.104342,0.038205,0.333936,0.201878,0.143458,0.142642,3814
0.357232,0.024228,0.073529,0.031746,0.304825,0.09568,0.395406,0.283982,0.057677,0.082143,0.081851,0.206691,0.072818,0.288807,0.023504,0.004372,0.036145,0.030573,0.025772,0.008801,0.024483,0.193861,0.019742,0.112305,0.050891,0.176983,0.048949,0.297323,0.103256,0,0,0.129596,0,0.135165,0.059774,16257
0.67833,0.045833,0.097689,0.018141,1,0.411158,0.653803,0.018656,0.003292,0.033571,0.023132,0.041277,0.006133,0.019146,0.003024,0.001093,0.019942,0.053503,0.003726,0.000687,0.003215,0.111018,0.010555,0.083984,0.030534,0.151571,0.031476,0.174323,0.028312,0.012605,0.014554,0.149488,0.045383,0.076742,0.03798,3874
0.096056,0.109722,0.357143,0.435374,0.100721,0.116771,0.088405,0.268015,0.224256,0.36,0.489324,0.134325,0.157566,0.220814,0.434816,0.299454,0.098878,0.147771,0.365782,0.309032,0.431008,0.431356,0.478108,0.433594,0.628499,0.343239,0.281589,0.548435,0.005125,0.013305,0.010309,0.231465,0.231612,0.015844,0.01068,462
0.39285,0.401235,0.522059,0.47619,0.338152,0.553705,0.295845,0.08633,0.121675,0.317143,0.268683,0.132609,0.160713,0.07389,0.247996,0.156284,0.092231,0.128662,0.219686,0.176019,0.235347,0.318888,0.253127,0.384766,0.340967,0.335706,0.281095,0.400215,0.043443,0.10084,0.067314,0.406269,0.256651,0.108677,0.126176,5080
0.318103,0.053858,0.036765,0.106576,0.204213,0.034373,0.384391,0.219387,0.047538,0.027857,0.124555,0.112622,0.013012,0.282544,0.000668,0,0,0,0.000621,0,0.000839,0.318429,0.042807,0.032227,0.096692,0.201805,0.01558,0.595823,0.00033,0,0.002426,0.023508,0,0.003466,0.00028,51
0.334352,0.089969,0.152311,0.095238,0.376005,0.22653,0.314747,0.3848,0.20345,0.151429,0.202847,0.295546,0.178093,0.334827,0.024208,0.016393,0.093893,0.132484,0.022357,0.018226,0.021965,0.086996,0.029906,0.163086,0.119593,0.113487,0.04438,0.120142,0.07058,0.056022,0.053972,0.192285,0.089202,0.173289,0.107211,5985
0.159198,0.060957,0.327731,0.217687,0.112077,0.133423,0.128388,0.393555,0.190282,0.2,0.243772,0.229155,0.177855,0.332454,0.224455,0.276503,0.285418,0.379618,0.131812,0.25554,0.162024,0.244609,0.109265,0.27832,0.256997,0.192536,0.121089,0.295887,0.020557,0.027311,0.026683,0.262809,0.183099,0.041094,0.032551,2460
0.376987,0.141204,0.173319,0.163265,0.349178,0.229799,0.342064,0.125362,0.114564,1,0.731317,0.045905,0.121726,0.088519,0.136773,0.198907,0.486082,0.498089,0.072194,0.206666,0.101987,0.307576,0.216575,0.395508,0.419847,0.233085,0.193357,0.379436,0.158952,0.004202,0.001819,0.86739,0.00626,0.191237,0.564528,23232
0.330739,0.18966,0.321429,0.15873,0.477576,0.571055,0.298895,0.122775,0.04385,0.247857,0.104982,0.123007,0.129268,0.113153,0.607849,0.363934,0.09597,0.122293,0.540599,0.454466,0.599731,0.238958,0.120993,0.259766,0.193384,0.282902,0.170455,0.350282,0.019334,0.047619,0.038205,0.279687,0.118936,0.110533,0.097652,2409
0.094843,0.038889,0.222689,0.1678,0.092657,0.077555,0.086026,0.454504,0.280748,0.210714,0.33452,0.245905,0.189221,0.377304,0.210691,0.156284,0.089323,0.165605,0.17016,0.128082,0.203785,0.245869,0.114738,0.217773,0.226463,0.228502,0.114066,0.329981,0.035241,0.034314,0.027896,0.244123,0.15493,0.061394,0.046162,4444
0.242173,0.04321,0.085084,0.113379,0.152399,0.052666,0.263651,0.276648,0.127206,0.088571,0.231317,0.160873,0.055522,0.23958,0.071018,0.044809,0.03656,0.115924,0.070331,0.022595,0.068113,0.311866,0.093432,0.102539,0.155216,0.270752,0.065799,0.448035,0.014883,0.008403,0.010309,0.173599,0.087637,0.026488,0.01481,2101
0.375974,0.068673,0.215336,0.054422,0.499767,0.426024,0.31077,0.083721,0.035818,0.183571,0.170819,0.061243,0.045775,0.071465,0.081848,0.04153,0.081429,0.09172,0.081975,0.059859,0.083348,0.371283,0.103597,0.241211,0.117048,0.401979,0.232163,0.486024,0.002777,0.004202,0.004851,0.144063,0.120501,0.009655,0.004384,333
0.540712,0.657099,0.521008,0.439909,0.600872,1,0.45929,0.028596,0.067422,0.37,0.368327,0.053639,0.07085,0.024933,0.054613,0.025137,0.090985,0.092994,0.049216,0.040135,0.058469,0.221533,0.196638,0.362305,0.389313,0.228294,0.176251,0.292278,0.006365,0.02381,0.009703,0.302592,0.245696,0.026736,0.023272,794
0.05691,0.008025,0.113445,0.034014,0.094275,0.044216,0.055524,0.415192,0.17843,0.167857,0.197509,0.266174,0.179048,0.378721,0.317456,0.214208,0.108018,0.135032,0.286446,0.267898,0.296318,0.2967,0.087177,0.145508,0.111959,0.353793,0.123441,0.422317,0.124351,0.034314,0.032141,0.660036,0.050078,0.189627,0.413856,17210
0.361407,0.183796,0.405462,0.30839,0.239104,0.334502,0.277916,0.198011,0.13379,0.388571,0.480427,0.081577,0.103977,0.153692,0.097951,0.091803,0.14624,0.219108,0.075765,0.088883,0.085058,0.227753,0.127248,0.375,0.396947,0.144662,0.115046,0.280964,0.015368,0.028711,0.030928,0.327306,0.394366,0.020176,0.0169,1584
0.072173,0.020062,0.201681,0.104308,0.076638,0.060352,0.063528,0.412756,0.216355,0.18,0.238434,0.267195,0.187435,0.340244,0.02428,0.010929,0.091816,0.087898,0.022512,0.018601,0.020825,0.357096,0.098514,0.181641,0.119593,0.37365,0.162495,0.4828,0.023264,0.008403,0.005458,0.217601,0.048513,0.048645,0.035023,3015
0.286477,0.115278,0.252101,0.185941,0.248539,0.231743,0.273333,0.156958,0.110482,0.274286,0.318505,0.101955,0.103363,0.129767,0.184196,0.123497,0.101371,0.145223,0.153237,0.133263,0.183372,0.348221,0.221853,0.307617,0.320611,0.31314,0.211938,0.445935,0.034228,0.053221,0.032141,0.230862,0.197183,0.074514,0.051413,4004
0.185184,0.021451,0.096639,0.038549,0.219656,0.088544,0.192864,0.409106,0.131156,0.08,0.113879,0.336107,0.112719,0.416386,0.187957,0.123497,0.087246,0.140127,0.159447,0.11978,0.174123,0.166859,0.03147,0.133789,0.094148,0.149592,0.048582,0.250899,0.298767,0.098039,0.121892,0.103074,0.045383,0.599455,0.204965,41395
0.07111,0.027778,0.112395,0.111111,0.09913,0.044418,0.070561,0.27339,0.16513,0.137143,0.30605,0.158657,0.08112,0.230955,0.249274,0.415301,0.329871,0.589809,0.127465,0.218526,0.168169,0.460172,0.304339,0.25293,0.450382,0.305711,0.159793,0.575861,0.063228,0.037115,0.030928,0.18686,0.079812,0.129595,0.078611,5788
